Index  Predicted  Actual     Status    
996    3          3          ✅ correct 
997    4          4          ✅ correct 
998    1          1          ✅ correct 
999    4          4          ✅ correct 
1000   9          9          ✅ correct 
1001   2          2          ✅ correct 
1002   6          6          ✅ correct 
1003   6          6          ✅ correct 
1004   3          3          ✅ correct 
1005   5          5          ✅ correct 
1006   1          1          ✅ correct 
1007   8          8          ✅ correct 
1008   0          0          ✅ correct 
1009   2          2          ✅ correct 
1010   2          2          ✅ correct 
1011   9          9          ✅ correct 
1012   9          9          ✅ correct 
1013   3          3          ✅ correct 
1014   3          3          ✅ correct 
1015   3          3          ✅ correct 
1016   0          0          ✅ correct 
1017   1          1          ✅ correct 
1018   1          1          ✅ correct 
1019   0          0          ✅ correct 
1020   5          5          ✅ correct 
1021   0          0          ✅ correct 
1022   8          8          ✅ correct 
1023   5          5          ✅ correct 
1024   4          4          ✅ correct 
1025   1          1          ✅ correct 
1026   7          7          ✅ correct 
1027   5          5          ✅ correct 
1028   5          5          ✅ correct 
1029   3          3          ✅ correct 
1030   3          3          ✅ correct 
1031   2          2          ✅ correct 
1032   6          6          ✅ correct 
1033   5          5          ✅ correct 
1034   7          7          ✅ correct 
1035   8          8          ✅ correct 
1036   7          7          ✅ correct 
1037   2          2          ✅ correct 
1038   6          6          ✅ correct 
1039   1          1          ✅ correct 
1040   5          5          ✅ correct 
1041   0          0          ✅ correct 
1042   6          6          ✅ correct 
1043   6          6          ✅ correct 
1044   4          4          ✅ correct 
1045   2          2          ✅ correct 
1046   2          2          ✅ correct 
1047   3          3          ✅ correct 
1048   9          9          ✅ correct 
1049   4          4          ✅ correct 
1050   2          2          ✅ correct 
1051   9          9          ✅ correct 
1052   7          7          ✅ correct 
1053   2          2          ✅ correct 
1054   0          0          ✅ correct 
1055   2          2          ✅ correct 
1056   1          1          ✅ correct 
1057   4          4          ✅ correct 
1058   5          5          ✅ correct 
1059   5          5          ✅ correct 
1060   3          3          ✅ correct 
1061   7          7          ✅ correct 
1062   3          3          ✅ correct 
1063   0          0          ✅ correct 
1064   4          4          ✅ correct 
1065   0          0          ✅ correct 
1066   0          0          ✅ correct 
1067   3          3          ✅ correct 
1068   4          4          ✅ correct 
1069   8          8          ✅ correct 
1070   7          7          ✅ correct 
1071   1          1          ✅ correct 
1072   0          0          ✅ correct 
1073   0          0          ✅ correct 
1074   9          9          ✅ correct 
1075   8          8          ✅ correct 
1076   9          9          ✅ correct 
1077   1          1          ✅ correct 
1078   7          7          ✅ correct 
1079   3          3          ✅ correct 
1080   5          5          ✅ correct 
1081   1          1          ✅ correct 
1082   6          6          ✅ correct 
1083   0          0          ✅ correct 
1084   5          5          ✅ correct 
1085   5          5          ✅ correct 
1086   8          8          ✅ correct 
1087   7          7          ✅ correct 
1088   9          9          ✅ correct 
1089   5          5          ✅ correct 
1090   7          7          ✅ correct 
1091   2          2          ✅ correct 
1092   8          8          ✅ correct 
1093   9          9          ✅ correct 
1094   6          6          ✅ correct 
1095   4          4          ✅ correct 
1096   7          7          ✅ correct 
1097   1          1          ✅ correct 
1098   2          2          ✅ correct 
1099   7          7          ✅ correct 
1100   2          2          ✅ correct 
1101   7          7          ✅ correct 
1102   6          6          ✅ correct 
1103   2          2          ✅ correct 
1104   8          8          ✅ correct 
1105   3          3          ✅ correct 
1106   1          1          ✅ correct 
1107   0          0          ✅ correct 
1108   2          2          ✅ correct 
1109   1          1          ✅ correct 
1110   9          9          ✅ correct 
1111   5          5          ✅ correct 
1112   0          0          ✅ correct 
1113   9          9          ✅ correct 
1114   1          1          ✅ correct 
1115   6          6          ✅ correct 
1116   8          8          ✅ correct 
1117   1          1          ✅ correct 
1118   2          2          ✅ correct 
1119   4          4          ✅ correct 
1120   1          1          ✅ correct 
1121   4          4          ✅ correct 
1122   6          6          ✅ correct 
1123   4          1          ❌ wrong   
1124   8          8          ✅ correct 
1125   7          7          ✅ correct 
1126   9          9          ✅ correct 
1127   2          2          ✅ correct 
1128   7          7          ✅ correct 
1129   8          8          ✅ correct 
1130   5          9          ❌ wrong   
1131   3          3          ✅ correct 
1132   3          3          ✅ correct 
1133   2          2          ✅ correct 
1134   8          8          ✅ correct 
1135   9          9          ✅ correct 
1136   3          3          ✅ correct 
1137   9          9          ✅ correct 
1138   5          5          ✅ correct 
1139   8          8          ✅ correct 
1140   4          4          ✅ correct 
1141   4          4          ✅ correct 
1142   7          7          ✅ correct 
1143   3          3          ✅ correct 
1144   6          6          ✅ correct 
1145   5          5          ✅ correct 
1146   7          7          ✅ correct 
1147   2          2          ✅ correct 
1148   7          7          ✅ correct 
1149   8          8          ✅ correct 
1150   9          9          ✅ correct 
1151   7          7          ✅ correct 
1152   8          8          ✅ correct 
1153   0          0          ✅ correct 
1154   8          8          ✅ correct 
1155   6          6          ✅ correct 
1156   4          4          ✅ correct 
1157   1          1          ✅ correct 
1158   6          6          ✅ correct 
1159   0          0          ✅ correct 
1160   4          4          ✅ correct 
1161   4          4          ✅ correct 
1162   3          3          ✅ correct 
1163   3          3          ✅ correct 
1164   1          1          ✅ correct 
1165   3          3          ✅ correct 
1166   2          2          ✅ correct 
1167   8          8          ✅ correct 
1168   8          8          ✅ correct 
1169   6          6          ✅ correct 
1170   5          5          ✅ correct 
1171   5          5          ✅ correct 
1172   2          2          ✅ correct 
1173   4          4          ✅ correct 
1174   1          1          ✅ correct 
1175   0          0          ✅ correct 
1176   9          9          ✅ correct 
1177   6          6          ✅ correct 
1178   2          2          ✅ correct 
1179   7          7          ✅ correct 
1180   2          2          ✅ correct 
1181   2          2          ✅ correct 
1182   2          2          ✅ correct 
1183   2          2          ✅ correct 
1184   7          7          ✅ correct 
1185   6          6          ✅ correct 
1186   9          9          ✅ correct 
1187   0          0          ✅ correct 
1188   2          2          ✅ correct 
1189   3          3          ✅ correct 
1190   2          2          ✅ correct 
1191   6          6          ✅ correct 
1192   2          7          ❌ wrong   
1193   3          3          ✅ correct 
1194   7          7          ✅ correct 
1195   2          2          ✅ correct 
1196   8          8          ✅ correct 
1197   3          3          ✅ correct 
1198   4          4          ✅ correct 
1199   8          8          ✅ correct 
1200   6          6          ✅ correct 
1201   5          5          ✅ correct 
1202   7          7          ✅ correct 
1203   1          1          ✅ correct 
1204   1          1          ✅ correct 
1205   4          4          ✅ correct 
1206   8          8          ✅ correct 
1207   9          9          ✅ correct 
1208   7          7          ✅ correct 
1209   2          2          ✅ correct 
1210   0          0          ✅ correct 
1211   5          5          ✅ correct 
1212   4          4          ✅ correct 
1213   6          6          ✅ correct 
1214   2          2          ✅ correct 
1215   4          4          ✅ correct 
1216   9          9          ✅ correct 
1217   1          1          ✅ correct 
1218   4          4          ✅ correct 
1219   4          4          ✅ correct 
1220   8          8          ✅ correct 
1221   2          2          ✅ correct 
1222   7          7          ✅ correct 
1223   0          0          ✅ correct 
1224   7          7          ✅ correct 
1225   6          6          ✅ correct 
1226   2          2          ✅ correct 
1227   3          3          ✅ correct 
1228   4          4          ✅ correct 
1229   1          1          ✅ correct 
1230   3          3          ✅ correct 
1231   3          3          ✅ correct 
1232   4          4          ✅ correct 
1233   1          1          ✅ correct 
1234   0          0          ✅ correct 
1235   5          5          ✅ correct 
1236   2          2          ✅ correct 
1237   5          5          ✅ correct 
1238   6          6          ✅ correct 
1239   5          5          ✅ correct 
1240   2          2          ✅ correct 
1241   2          1          ❌ wrong   
1242   2          2          ✅ correct 
1243   2          2          ✅ correct 
1244   8          8          ✅ correct 
1245   0          0          ✅ correct 
1246   2          2          ✅ correct 
1247   8          8          ✅ correct 
1248   0          0          ✅ correct 
1249   0          0          ✅ correct 
1250   9          9          ✅ correct 
1251   6          6          ✅ correct 
1252   1          1          ✅ correct 
1253   0          0          ✅ correct 
1254   6          6          ✅ correct 
1255   2          1          ❌ wrong   
1256   7          7          ✅ correct 
1257   2          2          ✅ correct 
1258   9          9          ✅ correct 
1259   1          2          ❌ wrong   
1260   9          9          ✅ correct 
1261   7          7          ✅ correct 
1262   2          2          ✅ correct 
1263   4          4          ✅ correct 
1264   6          6          ✅ correct 
1265   9          9          ✅ correct 
1266   1          1          ✅ correct 
1267   3          3          ✅ correct 
1268   3          3          ✅ correct 
1269   5          5          ✅ correct 
1270   2          2          ✅ correct 
1271   8          8          ✅ correct 
1272   5          5          ✅ correct 
1273   0          0          ✅ correct 
1274   5          5          ✅ correct 
1275   3          3          ✅ correct 
1276   7          7          ✅ correct 
1277   1          1          ✅ correct 
1278   3          3          ✅ correct 
1279   3          3          ✅ correct 
1280   3          3          ✅ correct 
1281   7          7          ✅ correct 
1282   3          3          ✅ correct 
1283   0          0          ✅ correct 
1284   6          6          ✅ correct 
1285   2          2          ✅ correct 
1286   0          0          ✅ correct 
1287   6          6          ✅ correct 
1288   0          0          ✅ correct 
1289   7          7          ✅ correct 
1290   6          6          ✅ correct 
1291   3          3          ✅ correct 
1292   1          1          ✅ correct 
1293   8          8          ✅ correct 
1294   1          1          ✅ correct 
1295   4          4          ✅ correct 
1296   8          8          ✅ correct 
1297   7          7          ✅ correct 
1298   8          8          ✅ correct 
1299   7          7          ✅ correct 
1300   9          5          ❌ wrong   
1301   6          6          ✅ correct 
1302   7          7          ✅ correct 
1303   7          7          ✅ correct 
1304   7          7          ✅ correct 
1305   6          6          ✅ correct 
1306   7          7          ✅ correct 
1307   9          9          ✅ correct 
1308   8          8          ✅ correct 
1309   3          3          ✅ correct 
1310   0          0          ✅ correct 
1311   2          2          ✅ correct 
1312   4          4          ✅ correct 
1313   3          3          ✅ correct 
1314   8          8          ✅ correct 
1315   7          7          ✅ correct 
1316   8          8          ✅ correct 
1317   6          0          ❌ wrong   
1318   7          7          ✅ correct 
1319   5          5          ✅ correct 
1320   8          8          ✅ correct 
1321   0          0          ✅ correct 
1322   9          9          ✅ correct 
1323   1          1          ✅ correct 
1324   0          0          ✅ correct 
1325   5          5          ✅ correct 
1326   3          3          ✅ correct 
1327   1          1          ✅ correct 
1328   1          1          ✅ correct 
1329   2          2          ✅ correct 
1330   7          7          ✅ correct 
1331   6          6          ✅ correct 
1332   5          5          ✅ correct 
1333   0          0          ✅ correct 
1334   9          9          ✅ correct 
1335   4          4          ✅ correct 
1336   1          1          ✅ correct 
1337   7          7          ✅ correct 
1338   5          5          ✅ correct 
1339   5          5          ✅ correct 
1340   5          5          ✅ correct 
1341   2          2          ✅ correct 
1342   2          2          ✅ correct 
1343   3          3          ✅ correct 
1344   4          4          ✅ correct 
1345   4          4          ✅ correct 
1346   1          1          ✅ correct 
1347   4          4          ✅ correct 
1348   8          8          ✅ correct 
1349   6          6          ✅ correct 
1350   7          7          ✅ correct 
1351   9          9          ✅ correct 
1352   5          5          ✅ correct 
1353   3          3          ✅ correct 
1354   9          9          ✅ correct 
1355   7          7          ✅ correct 
1356   2          2          ✅ correct 
1357   8          8          ✅ correct 
1358   4          4          ✅ correct 
1359   9          9          ✅ correct 
1360   0          0          ✅ correct 
1361   2          2          ✅ correct 
1362   0          0          ✅ correct 
1363   5          5          ✅ correct 
1364   1          1          ✅ correct 
1365   1          7          ❌ wrong   
1366   4          4          ✅ correct 
1367   1          1          ✅ correct 
1368   3          3          ✅ correct 
1369   0          0          ✅ correct 
1370   4          4          ✅ correct 
1371   7          7          ✅ correct 
1372   3          3          ✅ correct 
1373   1          1          ✅ correct 
1374   0          0          ✅ correct 
1375   1          1          ✅ correct 
1376   7          7          ✅ correct 
1377   9          9          ✅ correct 
1378   9          9          ✅ correct 
1379   6          6          ✅ correct 
1380   7          7          ✅ correct 
1381   6          6          ✅ correct 
1382   7          7          ✅ correct 
1383   8          8          ✅ correct 
1384   1          1          ✅ correct 
1385   2          2          ✅ correct 
1386   0          0          ✅ correct 
1387   4          4          ✅ correct 
1388   9          9          ✅ correct 
1389   7          7          ✅ correct 
1390   9          9          ✅ correct 
1391   7          7          ✅ correct 
1392   0          0          ✅ correct 
1393   5          5          ✅ correct 
1394   8          8          ✅ correct 
1395   6          6          ✅ correct 
1396   2          2          ✅ correct 
1397   8          8          ✅ correct 
1398   4          4          ✅ correct 
1399   7          7          ✅ correct 
1400   7          7          ✅ correct 
1401   4          4          ✅ correct 
1402   3          3          ✅ correct 
1403   0          0          ✅ correct 
1404   2          2          ✅ correct 
1405   2          2          ✅ correct 
1406   8          8          ✅ correct 
1407   1          1          ✅ correct 
1408   3          3          ✅ correct 
1409   8          8          ✅ correct 
1410   5          5          ✅ correct 
1411   6          6          ✅ correct 
1412   8          8          ✅ correct 
1413   1          1          ✅ correct 
1414   9          9          ✅ correct 
1415   2          2          ✅ correct 
1416   5          5          ✅ correct 
1417   4          4          ✅ correct 
1418   9          9          ✅ correct 
1419   3          3          ✅ correct 
1420   8          8          ✅ correct 
1421   0          0          ✅ correct 
1422   5          5          ✅ correct 
1423   6          6          ✅ correct 
1424   0          0          ✅ correct 
1425   1          1          ✅ correct 
1426   4          4          ✅ correct 
1427   7          7          ✅ correct 
1428   1          1          ✅ correct 
1429   5          5          ✅ correct 
1430   5          9          ❌ wrong   
1431   2          2          ✅ correct 
1432   0          0          ✅ correct 
1433   8          8          ✅ correct 
1434   3          3          ✅ correct 
1435   0          0          ✅ correct 
1436   4          4          ✅ correct 
1437   0          0          ✅ correct 
1438   7          7          ✅ correct 
1439   8          8          ✅ correct 
1440   6          6          ✅ correct 
1441   8          8          ✅ correct 
1442   5          5          ✅ correct 
1443   2          2          ✅ correct 
1444   3          3          ✅ correct 
1445   0          0          ✅ correct 
1446   0          0          ✅ correct 
1447   0          0          ✅ correct 
1448   1          1          ✅ correct 
1449   9          9          ✅ correct 
1450   9          9          ✅ correct 
1451   2          2          ✅ correct 
1452   4          4          ✅ correct 
1453   7          7          ✅ correct 
1454   8          8          ✅ correct 
1455   3          3          ✅ correct 
1456   3          3          ✅ correct 
1457   0          0          ✅ correct 
1458   0          0          ✅ correct 
1459   2          2          ✅ correct 
1460   4          4          ✅ correct 
1461   9          9          ✅ correct 
1462   9          9          ✅ correct 
1463   3          3          ✅ correct 
1464   1          1          ✅ correct 
1465   8          8          ✅ correct 
1466   1          1          ✅ correct 
1467   0          0          ✅ correct 
1468   9          9          ✅ correct 
1469   6          6          ✅ correct 
1470   1          1          ✅ correct 
1471   2          2          ✅ correct 
1472   1          1          ✅ correct 
1473   7          7          ✅ correct 
1474   1          1          ✅ correct 
1475   2          2          ✅ correct 
1476   9          9          ✅ correct 
1477   9          9          ✅ correct 
1478   8          8          ✅ correct 
1479   4          4          ✅ correct 
1480   6          6          ✅ correct 
1481   0          0          ✅ correct 
1482   4          4          ✅ correct 
1483   9          9          ✅ correct 
1484   1          1          ✅ correct 
1485   4          4          ✅ correct 
1486   4          4          ✅ correct 
1487   5          5          ✅ correct 
1488   8          8          ✅ correct 
1489   2          2          ✅ correct 
1490   2          2          ✅ correct 
1491   6          6          ✅ correct 
1492   7          7          ✅ correct 
1493   8          8          ✅ correct 
1494   2          2          ✅ correct 
1495   0          0          ✅ correct 
1496   0          0          ✅ correct 
1497   0          0          ✅ correct 
1498   3          3          ✅ correct 
1499   1          1          ✅ correct 
1500   5          5          ✅ correct 
1501   6          6          ✅ correct 
1502   8          8          ✅ correct 
1503   7          7          ✅ correct 
1504   4          4          ✅ correct 
1505   7          7          ✅ correct 
1506   3          3          ✅ correct 
1507   9          9          ✅ correct 
1508   7          7          ✅ correct 
1509   4          4          ✅ correct 
1510   1          1          ✅ correct 
1511   8          8          ✅ correct 
1512   4          4          ✅ correct 
1513   7          7          ✅ correct 
1514   4          4          ✅ correct 
1515   9          9          ✅ correct 
1516   9          9          ✅ correct 
1517   3          3          ✅ correct 
1518   0          0          ✅ correct 
1519   7          7          ✅ correct 
1520   7          7          ✅ correct 
1521   8          8          ✅ correct 
1522   7          7          ✅ correct 
1523   3          3          ✅ correct 
1524   2          2          ✅ correct 
1525   0          0          ✅ correct 
1526   5          5          ✅ correct 
1527   5          5          ✅ correct 
1528   8          8          ✅ correct 
1529   2          2          ✅ correct 
1530   4          4          ✅ correct 
1531   7          7          ✅ correct 
1532   3          3          ✅ correct 
1533   6          6          ✅ correct 
1534   9          9          ✅ correct 
1535   1          1          ✅ correct 
1536   6          6          ✅ correct 
1537   3          3          ✅ correct 
1538   6          6          ✅ correct 
1539   2          2          ✅ correct 
1540   5          5          ✅ correct 
1541   9          9          ✅ correct 
1542   9          9          ✅ correct 
1543   9          9          ✅ correct 
1544   9          9          ✅ correct 
1545   5          5          ✅ correct 
1546   7          7          ✅ correct 
1547   2          2          ✅ correct 
1548   7          7          ✅ correct 
1549   6          6          ✅ correct 
1550   9          9          ✅ correct 
1551   4          4          ✅ correct 
1552   0          0          ✅ correct 
1553   4          4          ✅ correct 
1554   3          3          ✅ correct 
1555   8          8          ✅ correct 
1556   1          1          ✅ correct 
1557   9          9          ✅ correct 
1558   5          5          ✅ correct 
1559   5          5          ✅ correct 
1560   3          3          ✅ correct 
1561   8          8          ✅ correct 
1562   3          3          ✅ correct 
1563   1          1          ✅ correct 
1564   6          6          ✅ correct 
1565   5          5          ✅ correct 
1566   6          6          ✅ correct 
1567   7          7          ✅ correct 
1568   7          7          ✅ correct 
1569   3          3          ✅ correct 
1570   2          2          ✅ correct 
1571   4          4          ✅ correct 
1572   4          4          ✅ correct 
1573   5          5          ✅ correct 
1574   1          1          ✅ correct 
1575   2          2          ✅ correct 
1576   4          4          ✅ correct 
1577   7          7          ✅ correct 
1578   3          3          ✅ correct 
1579   5          5          ✅ correct 
1580   5          5          ✅ correct 
1581   9          9          ✅ correct 
1582   6          6          ✅ correct 
1583   6          6          ✅ correct 
1584   9          9          ✅ correct 
1585   2          2          ✅ correct 
1586   8          8          ✅ correct 
1587   5          5          ✅ correct 
1588   5          5          ✅ correct 
1589   5          5          ✅ correct 
1590   0          0          ✅ correct 
1591   2          2          ✅ correct 
1592   3          3          ✅ correct 
1593   5          5          ✅ correct 
1594   1          1          ✅ correct 
1595   1          1          ✅ correct 
1596   0          0          ✅ correct 
1597   2          2          ✅ correct 
1598   3          3          ✅ correct 
1599   8          8          ✅ correct 
1600   4          4          ✅ correct 
1601   3          3          ✅ correct 
1602   0          0          ✅ correct 
1603   5          5          ✅ correct 
1604   0          0          ✅ correct 
1605   1          1          ✅ correct 
1606   4          4          ✅ correct 
1607   2          2          ✅ correct 
1608   7          9          ❌ wrong   
1609   3          3          ✅ correct 
1610   1          1          ✅ correct 
1611   6          6          ✅ correct 
1612   4          4          ✅ correct 
1613   1          1          ✅ correct 
1614   1          1          ✅ correct 
1615   6          6          ✅ correct 
1616   3          3          ✅ correct 
1617   5          5          ✅ correct 
1618   5          5          ✅ correct 
1619   4          4          ✅ correct 
1620   1          1          ✅ correct 
1621   5          5          ✅ correct 
1622   4          4          ✅ correct 
1623   6          6          ✅ correct 
1624   4          4          ✅ correct 
1625   6          6          ✅ correct 
1626   5          5          ✅ correct 
1627   8          8          ✅ correct 
1628   2          2          ✅ correct 
1629   2          2          ✅ correct 
1630   0          0          ✅ correct 
1631   0          0          ✅ correct 
1632   7          7          ✅ correct 
1633   1          1          ✅ correct 
1634   1          1          ✅ correct 
1635   6          6          ✅ correct 
1636   1          1          ✅ correct 
1637   3          3          ✅ correct 
1638   9          9          ✅ correct 
1639   8          8          ✅ correct 
1640   2          1          ❌ wrong   
1641   6          6          ✅ correct 
1642   7          7          ✅ correct 
1643   7          7          ✅ correct 
1644   3          3          ✅ correct 
1645   4          4          ✅ correct 
1646   7          7          ✅ correct 
1647   7          7          ✅ correct 
1648   6          6          ✅ correct 
1649   2          2          ✅ correct 
1650   7          7          ✅ correct 
1651   0          0          ✅ correct 
1652   2          2          ✅ correct 
1653   0          0          ✅ correct 
1654   5          5          ✅ correct 
1655   1          1          ✅ correct 
1656   6          6          ✅ correct 
1657   8          8          ✅ correct 
1658   3          3          ✅ correct 
1659   1          1          ✅ correct 
1660   5          5          ✅ correct 
1661   3          3          ✅ correct 
1662   3          3          ✅ correct 
1663   2          2          ✅ correct 
1664   6          6          ✅ correct 
1665   6          6          ✅ correct 
1666   9          9          ✅ correct 
1667   2          1          ❌ wrong   
1668   1          1          ✅ correct 
1669   6          6          ✅ correct 
1670   0          0          ✅ correct 
1671   1          1          ✅ correct 
1672   4          4          ✅ correct 
1673   6          6          ✅ correct 
1674   2          2          ✅ correct 
1675   7          7          ✅ correct 
1676   4          4          ✅ correct 
1677   5          5          ✅ correct 
1678   2          2          ✅ correct 
1679   4          4          ✅ correct 
1680   9          9          ✅ correct 
1681   4          4          ✅ correct 
1682   7          7          ✅ correct 
1683   7          7          ✅ correct 
1684   9          9          ✅ correct 
1685   0          0          ✅ correct 
1686   9          9          ✅ correct 
1687   6          6          ✅ correct 
1688   6          6          ✅ correct 
1689   8          8          ✅ correct 
1690   7          7          ✅ correct 
1691   8          8          ✅ correct 
1692   8          8          ✅ correct 
1693   6          6          ✅ correct 
1694   4          4          ✅ correct 
1695   2          2          ✅ correct 
1696   4          4          ✅ correct 
1697   9          9          ✅ correct 
1698   8          8          ✅ correct 
1699   2          2          ✅ correct 
1700   4          4          ✅ correct 
1701   3          3          ✅ correct 
1702   0          0          ✅ correct 
1703   5          5          ✅ correct 
1704   3          3          ✅ correct 
1705   2          2          ✅ correct 
1706   2          2          ✅ correct 
1707   0          0          ✅ correct 
1708   1          1          ✅ correct 
1709   2          2          ✅ correct 
1710   1          1          ✅ correct 
1711   1          1          ✅ correct 
1712   1          1          ✅ correct 
1713   7          7          ✅ correct 
1714   1          9          ❌ wrong   
1715   4          4          ✅ correct 
1716   4          4          ✅ correct 
1717   0          0          ✅ correct 
1718   3          3          ✅ correct 
1719   8          8          ✅ correct 
1720   2          2          ✅ correct 
1721   7          7          ✅ correct 
1722   7          7          ✅ correct 
1723   1          1          ✅ correct 
1724   8          8          ✅ correct 
1725   9          9          ✅ correct 
1726   4          4          ✅ correct 
1727   2          2          ✅ correct 
1728   1          1          ✅ correct 
1729   6          6          ✅ correct 
1730   8          8          ✅ correct 
1731   0          0          ✅ correct 
1732   3          3          ✅ correct 
1733   1          1          ✅ correct 
1734   9          9          ✅ correct 
1735   1          7          ❌ wrong   
1736   6          6          ✅ correct 
1737   5          5          ✅ correct 
1738   5          5          ✅ correct 
1739   2          2          ✅ correct 
1740   2          2          ✅ correct 
1741   4          4          ✅ correct 
1742   6          6          ✅ correct 
1743   9          9          ✅ correct 
1744   0          0          ✅ correct 
1745   0          0          ✅ correct 
1746   1          1          ✅ correct 
1747   4          4          ✅ correct 
1748   4          4          ✅ correct 
1749   8          8          ✅ correct 
1750   9          9          ✅ correct 
1751   3          3          ✅ correct 
1752   2          2          ✅ correct 
1753   0          0          ✅ correct 
1754   8          8          ✅ correct 
1755   4          4          ✅ correct 
1756   3          3          ✅ correct 
1757   6          6          ✅ correct 
1758   4          4          ✅ correct 
1759   6          6          ✅ correct 
1760   4          4          ✅ correct 
1761   4          4          ✅ correct 
1762   9          9          ✅ correct 
1763   5          5          ✅ correct 
1764   1          1          ✅ correct 
1765   3          3          ✅ correct 
1766   3          3          ✅ correct 
1767   0          0          ✅ correct 
1768   7          7          ✅ correct 
1769   7          7          ✅ correct 
1770   5          5          ✅ correct 
1771   9          9          ✅ correct 
1772   1          1          ✅ correct 
1773   8          8          ✅ correct 
1774   2          2          ✅ correct 
1775   2          2          ✅ correct 
1776   0          0          ✅ correct 
1777   8          8          ✅ correct 
1778   1          1          ✅ correct 
1779   9          9          ✅ correct 
1780   1          1          ✅ correct 
1781   4          4          ✅ correct 
1782   5          5          ✅ correct 
1783   0          0          ✅ correct 
1784   6          6          ✅ correct 
1785   7          7          ✅ correct 
1786   5          5          ✅ correct 
1787   4          4          ✅ correct 
1788   3          3          ✅ correct 
1789   9          9          ✅ correct 
1790   8          8          ✅ correct 
1791   1          1          ✅ correct 
1792   3          3          ✅ correct 
1793   1          1          ✅ correct 
1794   6          6          ✅ correct 
1795   7          7          ✅ correct 
1796   6          6          ✅ correct 
1797   7          7          ✅ correct 
1798   7          7          ✅ correct 
1799   4          4          ✅ correct 
1800   0          0          ✅ correct 
1801   6          6          ✅ correct 
1802   6          6          ✅ correct 
1803   5          5          ✅ correct 
1804   7          7          ✅ correct 
1805   4          4          ✅ correct 
1806   7          7          ✅ correct 
1807   5          5          ✅ correct 
1808   7          7          ✅ correct 
1809   1          1          ✅ correct 
1810   8          8          ✅ correct 
1811   6          6          ✅ correct 
1812   0          0          ✅ correct 
1813   4          4          ✅ correct 
1814   2          2          ✅ correct 
1815   3          3          ✅ correct 
1816   1          1          ✅ correct 
1817   2          1          ❌ wrong   
1818   2          2          ✅ correct 
1819   4          4          ✅ correct 
1820   9          9          ✅ correct 
1821   0          0          ✅ correct 
1822   8          8          ✅ correct 
1823   0          0          ✅ correct 
1824   6          6          ✅ correct 
1825   1          1          ✅ correct 
1826   0          0          ✅ correct 
1827   2          2          ✅ correct 
1828   5          5          ✅ correct 
1829   5          5          ✅ correct 
1830   4          4          ✅ correct 
1831   8          8          ✅ correct 
1832   7          7          ✅ correct 
1833   5          5          ✅ correct 
1834   5          5          ✅ correct 
1835   2          2          ✅ correct 
1836   0          0          ✅ correct 
1837   0          0          ✅ correct 
1838   4          4          ✅ correct 
1839   3          3          ✅ correct 
1840   6          6          ✅ correct 
1841   0          0          ✅ correct 
1842   4          4          ✅ correct 
1843   8          8          ✅ correct 
1844   9          9          ✅ correct 
1845   7          7          ✅ correct 
1846   3          3          ✅ correct 
1847   0          0          ✅ correct 
1848   8          8          ✅ correct 
1849   1          1          ✅ correct 
1850   1          1          ✅ correct 
1851   8          8          ✅ correct 
1852   3          3          ✅ correct 
1853   5          5          ✅ correct 
1854   1          1          ✅ correct 
1855   8          8          ✅ correct 
1856   2          2          ✅ correct 
1857   7          7          ✅ correct 
1858   0          0          ✅ correct 
1859   4          4          ✅ correct 
1860   1          1          ✅ correct 
1861   3          3          ✅ correct 
1862   9          9          ✅ correct 
1863   3          3          ✅ correct 
1864   3          3          ✅ correct 
1865   7          7          ✅ correct 
1866   7          7          ✅ correct 
1867   6          6          ✅ correct 
1868   6          6          ✅ correct 
1869   3          3          ✅ correct 
1870   7          7          ✅ correct 
1871   5          5          ✅ correct 
1872   8          8          ✅ correct 
1873   4          4          ✅ correct 
1874   4          4          ✅ correct 
1875   9          9          ✅ correct 
1876   1          1          ✅ correct 
1877   4          4          ✅ correct 
1878   6          6          ✅ correct 
1879   5          5          ✅ correct 
1880   8          8          ✅ correct 
1881   2          2          ✅ correct 
1882   6          6          ✅ correct 
1883   5          5          ✅ correct 
1884   9          9          ✅ correct 
1885   1          1          ✅ correct 
1886   5          5          ✅ correct 
1887   7          7          ✅ correct 
1888   1          1          ✅ correct 
1889   6          6          ✅ correct 
1890   9          9          ✅ correct 
1891   4          4          ✅ correct 
1892   4          4          ✅ correct 
1893   0          0          ✅ correct 
1894   9          9          ✅ correct 
1895   2          2          ✅ correct 
1896   5          5          ✅ correct 
1897   6          6          ✅ correct 
1898   7          7          ✅ correct 
1899   0          0          ✅ correct 
1900   8          0          ❌ wrong   
1901   3          3          ✅ correct 
1902   4          4          ✅ correct 
1903   5          5          ✅ correct 
1904   9          0          ❌ wrong   
1905   1          1          ✅ correct 
1906   6          6          ✅ correct 
1907   3          3          ✅ correct 
1908   2          2          ✅ correct 
1909   3          3          ✅ correct 
1910   8          8          ✅ correct 
1911   8          8          ✅ correct 
1912   0          0          ✅ correct 
1913   5          5          ✅ correct 
1914   3          3          ✅ correct 
1915   5          5          ✅ correct 
1916   4          4          ✅ correct 
1917   6          6          ✅ correct 
1918   7          7          ✅ correct 
1919   9          9          ✅ correct 
1920   1          1          ✅ correct 
1921   2          1          ❌ wrong   
1922   8          8          ✅ correct 
1923   2          2          ✅ correct 
1924   4          4          ✅ correct 
1925   5          5          ✅ correct 
1926   0          0          ✅ correct 
